Title,Start,End,Description,WebPage,Media,Media Caption,Media Credits,Tags,Place,Location
David Niven en el papel de 'Major Pollock' (Separate Tables),01/01/1958,,"Separate Tables is a 1958 American drama film starring Rita Hayworth, Deborah Kerr, David Niven and Burt Lancaster, based on two one-act plays by Terence Rattigan that were collectively known by this name. The picture was directed by Delbert Mann and adapted for the screen by Rattigan, John Gay and an uncredited John Michael Hayes. Mary Grant designed the film's costumes.",,http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Separate_tables.jpg/200px-Separate_tables.jpg,Separate Tables (film),Wikimedia,,United States,"37.09024,-95.712891"
Alec Guinness en el papel de 'Colonel Nicholson' (The Bridge on the River Kwai),01/01/1957,,"The Bridge on the River Kwai is a 1957 British-American World War II film directed by David Lean based on the 1952 French novel The Bridge over the River Kwai by Pierre Boulle. The film is a work of fiction but borrows the construction of the Burma Railway in 1942–43 for its historical setting. It stars William Holden, Jack Hawkins, Alec Guinness and Sessue Hayakawa. The film was filmed in Ceylon. The bridge in the film was located near Kitulgala. The film achieved near universal critical acclaim, winning seven Academy Awards (including Best Picture) at the 30th Academy Awards, and in 1997, this film was deemed ""culturally, historically, or aesthetically significant"" and selected for preservation in the United States Library of Congress National Film Registry. It is widely considered to be one of the greatest films of all time.",,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/The_Bridge_on_the_River_Kwai_poster.jpg/200px-The_Bridge_on_the_River_Kwai_poster.jpg,The Bridge on the River Kwai,Wikimedia,,USA/UK,"37.0588899,-84.61888789999999"
Yul Brynner en el papel de 'The King' (The King and I),01/01/1956,,"The King and I is a 1956 musical film made by 20th Century Fox, directed by Walter Lang and produced by Charles Brackett and Darryl F. Zanuck. The screenplay by Ernest Lehman is based on the Richard Rodgers and Oscar Hammerstein II musical The King and I, based in turn on the book Anna and the King of Siam by Margaret Landon. The plot comes from the story written by Anna Leonowens, who became school teacher to the children of King Mongkut of Siam in the early 1860s. Leonowens' story was autobiographical, although a recent biographer has uncovered substantial inaccuracies and fabrications. An animated adaptation was made in 1999.",http://yulbrynner.site90.net,http://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Original_movie_poster_for_the_film_The_King_and_I.jpg/200px-Original_movie_poster_for_the_film_The_King_and_I.jpg,The King and I (1956 film),Wikimedia,,United States,"37.09024,-95.712891"
Ernest Borgnine en el papel de 'Marty Pilletti' (Marty),01/01/1955,,"Marty is a 1955 American film directed by Delbert Mann. The screenplay was written by Paddy Chayefsky, expanding upon his 1953 teleplay of the same name. The film stars Ernest Borgnine and Betsy Blair. In addition to gaining an Academy Award for Best Picture, the film enjoyed international success, becoming the second American film to win the Palme d'Or at the Cannes Film Festival. Marty and The Lost Weekend (1945) are the only two films to win both organizations' grand prizes.",http://www.emmytvlegends.org/interviews/people/ernest-borgnine,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Marty_film_poster.jpg/200px-Marty_film_poster.jpg,Marty (Film),Wikimedia,,United States,"37.09024,-95.712891"
Marlon Brando en el papel de 'Terry Malloy' (On the Waterfront),01/01/1954,,"On the Waterfront is a 1954 American crime drama film about union violence and corruption among longshoremen. The film was directed by Elia Kazan and written by Budd Schulberg. It stars Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger, and, in her film debut, Eva Marie Saint. The soundtrack score was composed by Leonard Bernstein. It is based on ""Crime on the Waterfront"", a series of articles in the New York Sun by Malcolm Johnson. The series won the 1949 Pulitzer Prize for Local Reporting. The stories detailed widespread corruption, extortion and racketeering on the waterfronts of Manhattan and Brooklyn. On the Waterfront received 12 Academy Award nominations, winning eight, including Best Picture, Best Actor for Brando, Best Supporting Actress for Saint, and Best Director for Kazan. It is Leonard Bernstein's only original film score not adapted from a stage production with songs.",,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/On_the_Waterfront_poster.jpg/200px-On_the_Waterfront_poster.jpg,On the Waterfront,Wikimedia,,United States,"37.09024,-95.712891"
William Holden en el papel de 'Sefton' (Stalag 17),01/01/1953,,"Stalag 17 is a 1953 war film which tells the story of a group of American airmen held in a German World War II prisoner of war camp, who come to suspect that one of their number is an informant. It was adapted from a Broadway play. Produced and directed by Billy Wilder, it starred William Holden, Don Taylor, Robert Strauss, Neville Brand, Harvey Lembeck, and Peter Graves (Strauss and Lembeck both appeared in the original Broadway production); Wilder also cast Otto Preminger in the role of the camp's Commandant. The film was adapted by Wilder and Edwin Blum from the Broadway play by Donald Bevan and Edmund Trzcinski who were both prisoners in Stalag 17B in Austria. (Trzcinski appears in the film as a prisoner. ) The play was directed by José Ferrer and was the Broadway debut of John Ericson as Sefton. It began its run in May 1951, continued for 472 performances and was based on the experiences of its authors. The character Sefton was loosely based on Joe Palazzo, a flier in Edmund Trzcinski's prisoner-of-war barracks. The script was rewritten quite a bit by Wilder and Blum and the film was shot in chronological order (not the usual practice as that method is more expensive and time-consuming). In a featurette made later, members of the cast said that they themselves did not know the identity of the informant until the last three days of shooting.",http://www.whwf.org/,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Stalag_17.jpeg/200px-Stalag_17.jpeg,Stalag 17,Wikimedia,,United States,"37.09024,-95.712891"
Gary Cooper en el papel de 'Will Kane' (High Noon),01/01/1952,,"High Noon is a 1952 American Western film directed by Fred Zinnemann and starring Gary Cooper and Grace Kelly. In nearly real time, the film tells the story of a town marshal forced to face a gang of killers by himself. The screenplay was written by Carl Foreman. The film won four Academy Awards and two Golden Globe Awards. In 1989, High Noon was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant,"" entering the registry during the NFR's first year of existence. The film is #27 on the American Film Institute's 2007 list of great films.",http://www.tcm.com/thismonth/article/?cid=161269,http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/High_Noon_poster.jpg/200px-High_Noon_poster.jpg,High Noon,Wikimedia,,United States,"37.09024,-95.712891"
Humphrey Bogart en el papel de 'Charlie Allnut' (The African Queen),01/01/1951,,"The African Queen is a 1951 adventure film adapted from the 1935 novel of the same name by C. S. Forester. The film was directed by John Huston and produced by Sam Spiegel and John Woolf. The screenplay was adapted by James Agee, John Huston, John Collier and Peter Viertel. It was photographed in Technicolor by Jack Cardiff and had a music score by Allan Gray. The film stars Humphrey Bogart (who won the Academy Award for Best Actor – his only Oscar), and Katharine Hepburn with Robert Morley, Peter Bull, Walter Gotell, Richard Marner and Theodore Bikel. The African Queen has been selected for preservation in the United States National Film Registry, with the Library of Congress deeming it ""culturally, historically or aesthetically significant"". The film currently holds a 100% ""Fresh"" rating on Rotten Tomatoes, based on 37 reviews.",http://www.humphreybogart.com/,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/The-african-queen-1-.jpeg/200px-The-african-queen-1-.jpeg,The African Queen (film),Wikimedia,,USA/UK,"37.0588899,-84.61888789999999"
José Ferrer en el papel de 'Cyrano de Bergerac' (Cyrano de Bergerac),01/01/1950,,"Cyrano de Bergerac is a 1950 black-and-white feature film based on the 1897 French Alexandrine verse drama Cyrano de Bergerac by Edmond Rostand. It uses poet Brian Hooker's 1923 English blank verse translation as the basis for its screenplay. The film was the first motion picture version in English of Rostand's play, though there were several earlier adaptations in different languages. The 1950 film was produced by Stanley Kramer and directed by Michael Gordon. José Ferrer received the Academy Award for Best Actor for his starring performance as Cyrano de Bergerac. Mala Powers played Roxane, and William Prince portrayed Christian de Neuvillette. The film is now in the public domain, and is available in both Blu-ray and DVD formats.",,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/CyranoVHS01.jpg/200px-CyranoVHS01.jpg,Cyrano de Bergerac (1950 film),Wikimedia,,United States,"37.09024,-95.712891"
Broderick Crawford en el papel de 'Willie Stark' (All the King's Men),01/01/1949,,All the King's Men is a 1949 drama film based on the Robert Penn Warren novel of the same name. It was directed by Robert Rossen and starred Broderick Crawford in the role of Willie Stark.,http://tesla.liketelevision.com/liketelevision/tuner.php?channel=208&format=tv&theme=guide&from=wiki,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/All_the_King's_Men_(1949_movie_poster).jpg/200px-All_the_King's_Men_(1949_movie_poster).jpg,All the King's Men (1949 film),Wikimedia,,United States,"37.09024,-95.712891"
Laurence Olivier en el papel de 'Hamlet' (Hamlet),01/01/1948,,"Hamlet is a 1948 British film adaptation of William Shakespeare's play Hamlet, adapted and directed by and starring Sir Laurence Olivier. Hamlet was Olivier's second film as director, and also the second of the three Shakespeare films that he directed (the 1936 As You Like It had starred Olivier, but had been directed by Paul Czinner). Hamlet is the only one of Olivier's directorial efforts to be filmed in black and white, and was the first British film to win the Academy Award for Best Picture. It is also the first sound film of the play in English. A 1935 sound film adaptation, Khoon Ka Khoon, had been made in India and filmed in the Urdu language. Olivier's Hamlet is the Shakespeare film that has received the most prestigious accolades, winning the Academy Awards for Best Picture and Best Actor and the Golden Lion at the Venice Film Festival. However, it proved controversial among Shakespearean purists, who felt that Olivier had made too many alterations and excisions to the four-hour play by cutting nearly two hours worth of content. Milton Shulman wrote in The Evening Standard ""To some it will be one of the greatest films ever made, to others a deep disappointment. Laurence Olivier leaves no doubt that he is one of our greatest living actors... his liberties with the text, however, are sure to disturb many.""",http://books.google.com/books?id=0JwnGQAACAAJ,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Amleto48-01.jpg/200px-Amleto48-01.jpg,Hamlet (1948),Wikimedia,,United Kingdom,"55.378051,-3.435973"
Ronald Colman en el papel de 'Anthony John' (A Double Life),01/01/1947,,A Double Life is a 1947 film noir which tells the story of an actor whose mind becomes affected by the character he portrays. The movie starred Ronald Colman and Signe Hasso. It was directed by George Cukor and written for the screen by Ruth Gordon and Garson Kanin.,http://www.eastmanhouse.org/museum/awards.php,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/A_Double_Life.jpg/200px-A_Double_Life.jpg,A Double Life,Wikimedia,,United States,"37.09024,-95.712891"
Fredric March en el papel de 'Al Stephenson' (The Best Years of Our Lives),01/01/1946,,"The Best Years of Our Lives is a 1946 American drama film directed by William Wyler and starring Fredric March, Myrna Loy, Dana Andrews, Teresa Wright, Virginia Mayo, and Harold Russell. The film is about three United States servicemen trying to piece their lives back together after coming home from World War II. Samuel Goldwyn was inspired to produce a film about veterans after reading an August 7, 1944 article in Time about the difficulties experienced by men returning to civilian life. Goldwyn hired former war correspondent MacKinlay Kantor to write a screenplay. His work was first published as a novella, Glory for Me, which Kantor wrote in blank verse. Robert Sherwood then adapted the novella as a screenplay. The Best Years of Our Lives won seven Academy Awards in 1946, including Best Picture, Best Director (William Wyler), Best Actor (Fredric March), Best Supporting Actor (Harold Russell), Best Film Editing (Daniel Mandell), Best Adapted Screenplay (Robert Sherwood), and Best Original Score (Hugo Friedhofer). In addition to its critical success, the film quickly became a great commercial success upon release. It became the highest-grossing film in both the United States and UK since the release of Gone with the Wind. It remains the sixth most-attended film of all time in the UK, with over 20 million tickets sold. The film had one of the highest viewing figures of all time, with ticket sales exceeding $20.4 million.",,http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/The_Best_Years_of_Our_Lives_film_poster.jpg/200px-The_Best_Years_of_Our_Lives_film_poster.jpg,The Best Years of Our Lives,Wikimedia,,United States,"37.09024,-95.712891"
Ray Milland en el papel de 'Don Birnam' (The Lost Weekend),01/01/1945,,"The Lost Weekend is a 1945 American drama film directed by Billy Wilder and starring Ray Milland and Jane Wyman. The film was based on Charles R. Jackson's 1944 novel of the same title about an alcoholic writer. The film was nominated for seven Academy Awards and won four: Best Director, Best Writing (Adapted Screenplay), Best Picture, and Best Actor. In 2011, The Lost Weekend was added to the National Film Registry of the Library of Congress.",http://www.virtual-history.com/movie/person/3943/ray-milland,http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/The_Lost_Weekend_poster.jpg/200px-The_Lost_Weekend_poster.jpg,The Lost Weekend (film),Wikimedia,,United States,"37.09024,-95.712891"
Bing Crosby en el papel de 'Father O'Malley' (Going My Way),01/01/1944,,"Going My Way is a 1944 American musical comedy-drama film directed by Leo McCarey and starring Bing Crosby and Barry Fitzgerald. Based on a story by Leo McCarey, the film is about a new young priest taking over a parish from an established old veteran. Crosby sings five songs in the film. Going My Way was followed the next year by a sequel, The Bells of St. Mary's. Going My Way was the highest-grossing picture of 1944, and was nominated for 10 Academy Awards, winning 7, including Best Picture. Its success helped to make movie exhibitors choose Crosby as the biggest box-office draw of the year, a record he would hold for the remainder of the 1940s. After World War II, Bing Crosby and Leo McCarey presented a copy of the motion picture to Pope Pius XII at the Vatican.",http://www.bingcrosby.com,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/GoingmywayBing.jpg/200px-GoingmywayBing.jpg,Going My Way,Wikimedia,,United States,"37.09024,-95.712891"
Paul Lukas en el papel de 'Kurt Muller' (Watch on the Rhine),01/01/1943,,Watch on the Rhine is a 1943 American drama film directed by Herman Shumlin. The screenplay by Dashiell Hammett is based on the 1941 play of the same title by Lillian Hellman.,http://www.virtual-history.com/movie/person/913/paul-lukas,http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Watch_on_the_Rhine_poster.jpg/200px-Watch_on_the_Rhine_poster.jpg,Watch on the Rhine,Wikimedia,,United States,"37.09024,-95.712891"
James Cagney en el papel de 'George M. Cohan' (Yankee Doodle Dandy),01/01/1942,,"Yankee Doodle Dandy is a 1942 American biographical musical film about George M. Cohan, known as ""The Man Who Owns Broadway"". It stars James Cagney, Joan Leslie, Walter Huston, and Richard Whorf, and features Irene Manning, George Tobias, Rosemary DeCamp and Jeanne Cagney. The movie was written by Robert Buckner and Edmund Joseph, and directed by Michael Curtiz. According to the special edition DVD, significant and uncredited improvements were made to the script by the famous ""script doctors,"" twin brothers Julius J. Epstein and Philip G. Epstein.",http://www.imagesjournal.com/issue03/infocus/stars7.htm,http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Yankee_Doodle_Dandy_poster.jpeg/200px-Yankee_Doodle_Dandy_poster.jpeg,Yankee Doodle Dandy,Wikimedia,,United States,"37.09024,-95.712891"
Gary Cooper en el papel de 'Alvin C. York' (Sergeant York),01/01/1941,,"Sergeant York is a 1941 biographical film about the life of Alvin York, the most-decorated American soldier of World War I. It was directed by Howard Hawks and was the highest-grossing film of the year. The film was based on the diary of Sergeant Alvin York, as edited by Tom Skeyhill, and adapted by Harry Chandlee, Abem Finkel, John Huston, Howard Koch, and Sam Cowan (uncredited). York refused, several times, to authorize a film version of his life story, but finally yielded to persistent efforts in order to finance the creation of an interdenominational Bible school. The story, that York insisted on Gary Cooper for the title role, derives from the fact that producer Jesse L. Lasky recruited Cooper by writing a plea that he accept the role and then signed York's name to the telegram. Cooper went on to win the Academy Award for Best Actor for his portrayal. The film also won for Best Film Editing and was nominated in nine other categories, including Best Picture, Director (Hawks), Supporting Actor, and Supporting Actress. The American Film Institute ranked the film 57th in the its 100 most inspirational American movies. It also rated Alvin York 35th in its list of the top 50 heroes in American cinema. In 2008, Sergeant York was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant"".",,http://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Sergeant_york_movie_poster.gif/200px-Sergeant_york_movie_poster.gif,Sergeant York,Wikimedia,,United States,"37.09024,-95.712891"
James Stewart en el papel de 'Mike Connor' (The Philadelphia Story),01/01/1940,,"The Philadelphia Story is a 1940 American romantic comedy film directed by George Cukor, starring Cary Grant, Katharine Hepburn, and James Stewart and featuring Ruth Hussey. Based on the Broadway play of the same name by Philip Barry, the film is about a socialite (Hepburn) whose wedding plans are complicated by the simultaneous arrival of her ex-husband (Grant) and a tabloid magazine journalist (Stewart). Written for the screen by Donald Ogden Stewart and an uncredited Waldo Salt, it is considered one of the best examples of a comedy of remarriage, a genre popular in the 1930s and 1940s, in which a couple divorce, flirt with outsiders and then remarry – a useful story-telling ploy at a time when the depiction of extramarital affairs was blocked by the Production Code. The film was Hepburn's first big hit following several flops, which had led to her being included on a 1938 list that Manhattan movie theater owner Harry Brandt compiled of actors he considered to be ""box office poison. "" She acquired the film rights to the play, which she had also starred in, with the help of Howard Hughes, in order to control it as a vehicle for her movie comeback. The film was nominated for six Academy Awards, winning two: Stewart for Best Actor and Donald Ogden Stewart for Best Adapted Screenplay. It was remade in 1956 as the musical High Society, starring Bing Crosby, Grace Kelly, Frank Sinatra and Louis Armstrong. The film was produced by Joseph L. Mankiewicz and was selected for preservation in the United States National Film Registry in 1995.",http://www.kennedy-center.org/calendar/index.cfm?fuseaction=showIndividual&entitY_id=3810&source_type=,http://upload.wikimedia.org/wikipedia/commons/thumb/5/54/The-Philadelphia-Story-(1940).jpg/200px-The-Philadelphia-Story-(1940).jpg,The Philadelphia Story (film),Wikimedia,,United States,"37.09024,-95.712891"
"Robert Donat en el papel de 'Mr. Chips' (Goodbye, Mr. Chips)",01/01/1939,,"Goodbye, Mr. Chips is a 1939 British romantic drama film directed by Sam Wood and starring Robert Donat and Greer Garson. Based on the 1934 novel Goodbye, Mr. Chips by James Hilton, the film is about an aged school teacher and former headmaster of a boarding school who recalls his career and his personal life over the decades. Produced for the British division of MGM at Denham Studios, Goodbye, Mr. Chips was voted the 72nd greatest British film ever in the BFI Top 100 British films poll.",http://robert-donat.com/,"http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Goodbye,_Mr._Chips_(1939_film)_poster.jpg/200px-Goodbye,_Mr._Chips_(1939_film)_poster.jpg","Goodbye, Mr. Chips (1939 film)",Wikimedia,,United Kingdom,"55.378051,-3.435973"
Spencer Tracy en el papel de 'Father Flanagan' (Boys Town),01/01/1938,,"Boys Town is a 1938 biographical drama film based on Father Edward J. Flanagan's work with a group of underprivileged and delinquent boys in a home that he founded and named ""Boys Town"". It stars Spencer Tracy as Father Edward J. Flanagan, and Mickey Rooney, Henry Hull, Gene Reynolds, Edward Norris, and Addison Richards. The film was written by Dore Schary, Eleanore Griffin and John Meehan, and was directed by Norman Taurog. Legendary MGM Studio head Louis B. Mayer, who was a Ukrainian-American Jew known for his respect for the Catholic Church, later called this his favorite film of his tenure at MGM. Although the story is largely fictional, it is based upon a real man and a real place. Boys Town is a community outside of Omaha, Nebraska. In 1941, MGM made a sequel, Men of Boys Town (see below), with Spencer Tracy and Mickey Rooney reprising their roles from the earlier film.",http://www.tcm.com/thismonth/article/?cid=161250,http://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Boys_town.jpg/200px-Boys_town.jpg,Boys Town (film),Wikimedia,,United States,"37.09024,-95.712891"
Spencer Tracy en el papel de 'Manuel' (Captains Courageous),01/01/1937,,"Captains Courageous is a 1937 MGM family adventure film. Based on the novel by Rudyard Kipling, it had its world premiere at the Carthay Circle Theatre in Los Angeles. The movie was produced by Louis D. Lighton and directed by Victor Fleming. Filmed in black-and-white, Captains Courageous was advertised by MGM as a coming-of-age classic with exciting action sequences.",,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Captains_Courageous_VHS_cover.jpg/200px-Captains_Courageous_VHS_cover.jpg,Captains Courageous (1937 film),Wikimedia,,Cinema of the United States,"37.09024,-95.712891"
Paul Muni en el papel de 'Louis Pasteur' (The Story of Louis Pasteur),01/01/1936,,"The Story of Louis Pasteur is a 1936 American biographical film. It starred Paul Muni as the renowned scientist who enabled major advances in microbiology which revolutionized agriculture and medicine. It was written by Toni Pollastre and Sheridan Gibney, and Edward Chodorov (uncredited), and directed by William Dieterle. The film was nominated for the Academy Award for Best Picture and won the Oscars for Best Screenplay and for Muni as Best Actor in a Leading Role.",http://www.acertaincinema.com/browse/person/paul-muni/?p1=23&p2=1&p3=1&p4=1,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/The_Story_of_Louis_Pasteur_poster.jpg/200px-The_Story_of_Louis_Pasteur_poster.jpg,The Story of Louis Pasteur,Wikimedia,,United States,"37.09024,-95.712891"
Victor McLaglen en el papel de 'Gypo Nolan' (The Informer),01/01/1935,,"The Informer is a 1935 dramatic film, released by RKO. The plot concerns the underside of the Irish War of Independence, set in 1922. It stars Victor McLaglen, Heather Angel, Preston Foster, Margot Grahame, Wallace Ford, Una O'Connor and J. M. Kerrigan. The screenplay was written by Dudley Nichols from the novel The Informer by Liam O'Flaherty. It was directed by John Ford. The novel had previously been adapted for a British film The Informer (1929).",http://film.virtual-history.com/person.php?personid=879,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/The_Informer_poster.jpg/200px-The_Informer_poster.jpg,The Informer (1935 film),Wikimedia,,United States,"37.09024,-95.712891"
Clark Gable en el papel de 'Peter Warne' (It Happened One Night),01/01/1934,,"It Happened One Night is a 1934 American romantic comedy film with elements of screwball comedy directed by Frank Capra, in which a pampered socialite tries to get out from under her father's thumb, and falls in love with a roguish reporter. The plot was based on the August 1933 short story Night Bus by Samuel Hopkins Adams, which provided the shooting title. It Happened One Night was one of the last romantic comedies created before the MPAA began enforcing the 1930 production code in 1934. The film was the first to win all five major Academy Awards (Best Picture, Director, Actor, Actress, and Screenplay), a feat that would not be matched until One Flew Over the Cuckoo's Nest (1975) and later by The Silence of the Lambs (1991). In 1993, It Happened One Night was selected for preservation in the United States National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant.""",https://familysearch.org/pal:/MM9.1.2/M618-QXR/p1,http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Gable_ithapponepm_poster.jpg/200px-Gable_ithapponepm_poster.jpg,It Happened One Night,Wikimedia,,United States,"37.09024,-95.712891"
Charles Laughton en el papel de 'Henry VIII' (The Private Life of Henry VIII),01/01/1932,,"The Private Life of Henry VIII is a 1933 British historical comedy film directed by Hungarian Director-Producer Alexander Korda and starring Charles Laughton, Robert Donat, Merle Oberon and Elsa Lanchester. The film focuses on the reign of Henry VIII, King of England, and his various marriages. It was written by Lajos Biró and Arthur Wimperis for London Film Productions. The film was a major international success, establishing Korda as a leading filmmaker and Laughton as a box office star.",http://www.thankyouoneandall.co.uk/letters/jack.htm,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/The-Private-Life-of-Henry-VIII_-1933.jpg/200px-The-Private-Life-of-Henry-VIII_-1933.jpg,The Private Life of Henry VIII,Wikimedia,,United Kingdom,"55.378051,-3.435973"
Wallace Beery en el papel de 'Champ' (The Champ),01/01/1931,,,http://film.virtual-history.com/person.php?personid=906,,The Champ (1931 film),Wikimedia,,,
Fredric March en el papel de 'Dr. Henry Jekyll/Mr. Hyde' (Dr. Jekyll and Mr. Hyde),01/01/1931,,"Dr. Jekyll and Mr. Hyde is a 1931 American Pre-Code horror film directed by Rouben Mamoulian and starring Fredric March. The film is an adaptation of The Strange Case of Dr Jekyll and Mr Hyde (1886), the Robert Louis Stevenson tale of a man who takes a potion which turns him from a mild-mannered man of science into a homicidal maniac. March's performance has been much lauded, and earned him his first Academy Award.",,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/JekyllHyde1931.jpg/200px-JekyllHyde1931.jpg,Dr. Jekyll and Mr. Hyde (1931 film),Wikimedia,,United States,"37.09024,-95.712891"
Lionel Barrymore en el papel de 'Stephen Ashe' (A Free Soul),01/01/1930,,"A Free Soul is a 1931 Pre-Code film which tells the story of an alcoholic defense attorney who must defend his daughter's ex-boyfriend on a charge of murdering the mobster she had started a relationship with; a mobster whom her father had previously got an acquittal for on a murder charge. A Free Soul stars Norma Shearer, Leslie Howard, Lionel Barrymore, and Clark Gable (the first screen appearance together of the future Ashley Wilkes and Rhett Butler). The movie was adapted by Becky Gardiner and John Meehan (dialogue continuity) from the play by Willard Mack, which was based on the novel by Adela Rogers St. Johns. It was directed by Clarence Brown. A Free Soul became famous for a sequence where Barrymore delivers a monologue that is said to be the main reason he won the Academy Award for Best Actor that year. (Norma Shearer was nominated for Best Actress in a Leading Role and Clarence Brown for Best Director. ) Gable made such an impression in the role of a gangster who pushes Shearer around that he was catapulted from supporting player to leading man, a position he held for the rest of his career. A Free Soul was released on DVD by Warner Home Video on March 8, 2008 (along with The Divorcee, also starring Norma Shearer), as one of five Pre-Code films in the ""TCM Archives - Forbidden Hollywood Collection, Vol. 2"" DVD box set.",http://3.bp.blogspot.com/-Y2cYZD_UVkI/TzpmxwGJw9I/AAAAAAAACAE/_yuRULxSikI/s1600/jack-and-lionel-1917.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/A_Free_Soul_poster.jpg/200px-A_Free_Soul_poster.jpg,A Free Soul,Wikimedia,,United States,"37.09024,-95.712891"
George Arliss en el papel de 'Benjamin Disraeli' (Disraeli),01/01/1929,,"Disraeli is a 1929 American historical film directed by Alfred E. Green, released by Warner Brothers, and adapted by Julien Josephson and De Leon Anthony from the 1911 play Disraeli by Louis N. Parker. The film stars George Arliss as British Prime Minister Benjamin Disraeli. His performance won him the Academy Award for Best Actor in a Leading Role. The story revolves around the British plan to buy the Suez Canal and the efforts of two spies to stop it.",http://ARLISSARCHIVES.wordpress.com,http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Disraeli1929.jpg/200px-Disraeli1929.jpg,Disraeli (Film),Wikimedia,,,
Warner Baxter en el papel de 'The Cisco Kid' (In Old Arizona),01/01/1928,,"In Old Arizona is a 1929 American Western film directed by Irving Cummings and Raoul Walsh, nominated for five Academy Awards, including Best Picture. The film, which was based on the character of the Cisco Kid in the story The Caballero's Way by O. Henry, was a major innovation in Hollywood: it was the first major Western to use the new technology of sound and the first talkie to be filmed outdoors. The film made extensive use of authentic locations, filming in Bryce Canyon National Park and Zion National Park in Utah and the San Fernando Mission and the Mojave Desert in California. The movie was released on January 20, 1929 (wide); (Dec. 25, 1928 Los Angeles Premiere). In Old Arizona was also instrumental in developing the image of the singing cowboy, with its star, Warner Baxter, singing My Tonia. Baxter went on to win the Academy Award for Best Actor for his performance. Other actors included Edmund Lowe, Dorothy Burgess and J. Farrell MacDonald, Other nominations included Best Director for Irving Cummings, Best Writing for Tom Barry Best Cinematography for Arthur Edeson, and Best Picture.",http://film.virtual-history.com/person.php?personid=1127,http://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Inoldarizona.jpg/200px-Inoldarizona.jpg,In Old Arizona,Wikimedia,,United States,"37.09024,-95.712891"
Emil Jannings en el papel de 'General Dolgorucki [Grand Duke Sergius Alexander]'}; and The Way of All Fles' (The Last Command),01/01/1927,,"The Last Command is a 1928 silent film directed by Josef von Sternberg, and written by John F. Goodrich and Herman J. Mankiewicz from a story by Lajos Biró. Star Emil Jannings won the very first Academy Award for Best Actor in a Leading Role for his performances in this film and The Way of All Flesh, the only year that multiple roles were considered. In 2006, the film was deemed ""culturally, historically, or aesthetically significant"" by the United States Library of Congress and selected for preservation in the National Film Registry. The supporting cast includes Evelyn Brent and William Powell.",http://film.virtual-history.com/person.php?personid=673,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/The_Last_Command_(1928_film)_poster.jpg/200px-The_Last_Command_(1928_film)_poster.jpg,The Last Command (1928 film),Wikimedia,,United States,"37.09024,-95.712891"
Charles Chaplin (The Circus),01/01/1927,,"The Circus is a 1928 silent film written and directed by Charlie Chaplin with Joseph Plunkett as an uncredited writer. The film stars Chaplin, Al Ernest Garcia, Merna Kennedy, Harry Crocker, George Davis and Henry Bergman. The ringmaster of an impoverished circus hires Chaplin's Little Tramp as a clown, but discovers that he can only be funny unintentionally, not on purpose. The production of the film was the most difficult experience in Chaplin's career. Numerous problems and delays occurred, including a studio fire, the death of Chaplin's mother, as well as Chaplin's bitter divorce from his second wife Lita Grey, and the Internal Revenue Service's claims of Chaplin's owed back taxes, all of which culminated in filming being stalled for eight months. The Circus was the seventh highest grossing silent film in cinema history taking in more than $3.8 million dollars in 1928.",http://www.charliechaplinarchive.org/,http://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Chalincircus2b.jpg/200px-Chalincircus2b.jpg,The Circus (film),Wikimedia,,United States,"37.09024,-95.712891"
